ENABLE,PDCAPREFIX,TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DUTCOMMAND,TIMEOUT,PLUGIN,ATLASCOMMAND,MDPARSER,REGEX,EXPECT,ENVIRONMENT,LIMITGROUP,RETESTPOLICY,HANGTIMEOUT,BGCT,PARAMETER,COF
1,3100,SOC,DUMP-DVFM-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3101,SOC,DUMP-DVFM-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3102,SOC,DUMP-DVFM-PDVFM,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3103,SOC,DUMP-DVFM-PDVFM,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3104,SOC,SET-DVFM-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3105,SOC,DUMP-DVFM-PDVFM,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3106,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3107,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3108,SOC,DUMP-DVFM-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3109,SOC,SET-DVFM-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3110,SOC,SET-DVFM-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3111,SOC,DUMP-DVFM-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3112,SOC,RBM-DVFM,,rbm-dvfm-soc-dcs -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3113,SOC,DUMP-DVFM-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3114,SOC,DUMP-DVFM-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3115,SOC,DUMP-DVFM-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3116,SOC,DUMP-DVFM-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3117,SOC,DUMP-DVFM-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3118,SOC,DUMP-DVFM-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3119,SOC,DUMP-DVFM-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3120,SOC,DUMP-DVFM-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3121,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3122,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3123,SOC,DUMP-NOM-UC-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3124,SOC,DUMP-NOM-UC-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3125,SOC,DUMP-NOM-UC-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3126,SOC,DUMP-NOM-UC-PNOM-UC,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3127,SOC,DUMP-NOM-UC-PNOM-UC,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3128,SOC,SET-NOM-UC-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3129,SOC,DUMP-NOM-UC-PNOM-UC,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3130,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3131,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3132,SOC,DUMP-NOM-UC-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3133,SOC,SET-NOM-UC-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3134,SOC,SET-NOM-UC-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3135,SOC,DUMP-NOM-UC-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3136,SOC,RBM-NOM-UC,,rbm-nom-uc -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3137,SOC,DUMP-NOM-UC-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3138,SOC,DUMP-NOM-UC-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3139,SOC,DUMP-NOM-UC-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3140,SOC,DUMP-NOM-UC-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3141,SOC,DUMP-NOM-UC-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3142,SOC,DUMP-NOM-UC-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3143,SOC,DUMP-NOM-UC-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3144,SOC,DUMP-NOM-UC-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3145,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3146,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3147,SOC,DUMP-AMX-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3148,SOC,DUMP-AMX-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3149,SOC,DUMP-AMX-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3150,SOC,DUMP-AMX-PAMX,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3151,SOC,DUMP-AMX-PAMX,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3152,SOC,SET-AMX-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3153,SOC,DUMP-AMX-PAMX,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3154,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3155,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3156,SOC,DUMP-AMX-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3157,SOC,SET-AMX-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3158,SOC,SET-AMX-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3159,SOC,DUMP-AMX-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3160,SOC,RBM-AMX,,rbm-amx -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3161,SOC,DUMP-AMX-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3162,SOC,DUMP-AMX-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3163,SOC,DUMP-AMX-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3164,SOC,DUMP-AMX-TEMP-EVENT,,.tel,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3165,SOC,DUMP-AMX-LOG,,.rbmlog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3166,SOC,DUMP-AMX-APSC-LOG,,.apsc_log,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3167,SOC,DUMP-AMX-MTQ,,.mtq,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3168,SOC,DUMP-AMX-RBMS,,.rbm_s,5,runTest,runRBM,0,,0,RBM,xVT,A -> FA,,,,1
1,3169,SOC,FIXTURESIGNAL_SETFANSPEED_0,,FIXTURESIGNAL_SETFANSPEED_0,60,Rush,setfanspeed,0,,,,xVT,AAB,,,,1
1,3170,SOC,SET-RESET-MLB,,FIXTURESIGNAL_BOOT_RBM,60,Rush,restore,0,,-> <-,RBM,xVT,AAB,,,,1
1,3171,SOC,DUMP-AMX-PV1-PCORE-STATE,,phigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3172,SOC,DUMP-AMX-PV1-ECORE-STATE,,ehigh-state . cr,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3173,SOC,DUMP-AMX-PV1-TEMP,,.temps,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3174,SOC,DUMP-AMX-PV1-PAMX-PV1,,calc-pdvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3175,SOC,DUMP-AMX-PV1-PAMX-PV1,,calc-edvfms,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3176,SOC,SET-AMX-PV1-PA2DDR,,true to dumppa2ddr?,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3177,SOC,DUMP-AMX-PV1-PAMX-PV1,,show dvfm,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3178,SOC,DUMP-NOM-SOCPERF,,show socperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3179,SOC,DUMP-NOM-DCSPERF,,show dcsperfstate,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3180,SOC,DUMP-AMX-PV1-PMU,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3181,SOC,SET-AMX-PV1-VDDR1V1,,set pmu -vdd2=1040,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3182,SOC,SET-AMX-PV1-VDDSOC-UPLIFT,,soc_perf_state_entry_5e l@ 26000000 + soc_perf_state_entry_5e l!,60,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3183,SOC,DUMP-AMX-PV1-PMU-2,,show pmu,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3184,SOC,RBM-AMX-PV1,,rbm-amx-pv1 -tout 300,400,Dut,sendCommand,0,,TEST_PASSED,RBM,xVT,A -> FA,60,x,,1
1,3185,SOC,DUMP-AMX-PV1-TEMPLOG,,.templog,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3186,SOC,DUMP-AMX-PV1-L2-DECODE,,.rfl,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
1,3187,SOC,DUMP-AMX-PV1-MAX-TEMP,,.sns-maxtemp,5,Dut,sendCommand,1,,0,RBM,xVT,A -> FA,,,,1
